F1,F2,aiueo
230.46875,2667.96875,2
230.46875,2625,2
234.375,2597.65625,2
226.5625,2558.59375,2
207.03125,2554.6875,2
242.1875,2843.75,2
230.46875,2828.125,2
218.75,2816.40625,2
234.375,2789.0625,2
230.46875,2789.0625,2
250,2796.875,2
226.5625,2808.59375,2
222.65625,2796.875,2
284.375,2877.34375,2
284.375,2881.25,2
288.28125,2857.8125,2
264.84375,2861.71875,2
288.28125,2881.25,2
280.46875,2842.1875,2
276.5625,2850,2
276.5625,2857.8125,2
272.65625,2865.625,2
272.65625,1697.65625,2
276.5625,2853.90625,2
272.65625,2865.625,2
276.5625,2865.625,2
300,2932.03125,2
276.5625,2959.375,2
284.375,2889.0625,2
280.46875,2873.4375,2
280.46875,1998.4375,2
280.46875,2865.625,2
276.5625,2861.71875,2
272.65625,2834.375,2
276.5625,2830.46875,2
268.75,2807.03125,2
280.46875,2752.34375,2
276.5625,2857.8125,2
288.28125,2908.59375,2
292.1875,2850,2
296.09375,2834.375,2
288.28125,2791.40625,2
296.09375,2826.5625,2
284.375,1814.84375,2
284.375,2760.15625,2
296.09375,2842.1875,2
296.09375,2807.03125,2
292.1875,2803.125,2
296.09375,2803.125,2
288.28125,2810.9375,2
296.09375,2787.5,2
292.1875,2760.15625,2
296.09375,2838.28125,2
268.75,2791.40625,2
319.53125,2666.40625,2
315.625,2744.53125,2
323.4375,1670.3125,2
307.8125,2740.625,2
300,2705.46875,2
303.90625,2709.375,2
300,2881.25,2
303.90625,2725,2
303.90625,2678.125,2
429.6875,1410.15625,3
414.0625,1542.96875,3
433.59375,1585.9375,3
390.625,1480.46875,3
425.78125,1593.75,3
378.90625,1503.90625,3
402.34375,1460.9375,3
375,1460.9375,3
414.0625,1441.40625,3
414.0625,1355.46875,3
421.875,1355.46875,3
421.875,1328.125,3
410.15625,1343.75,3
421.875,1328.125,3
414.0625,1343.75,3
421.875,1343.75,3
421.875,1332.03125,3
421.875,1320.3125,3
425.78125,1324.21875,3
441.40625,1433.59375,3
468.75,1398.4375,3
464.84375,1429.6875,3
453.125,1394.53125,3
457.03125,1437.5,3
449.21875,1417.96875,3
421.875,1433.59375,3
421.875,1414.0625,3
445.3125,1414.0625,3
441.40625,1378.90625,3
468.75,1417.96875,3
468.75,1417.96875,3
464.84375,1445.3125,3
460.9375,1531.25,3
457.03125,1550.78125,3
460.9375,1476.5625,3
453.125,1535.15625,3
457.03125,1578.125,3
433.59375,1578.125,3
453.125,1582.03125,3
453.125,1593.75,3
457.03125,1578.125,3
453.125,1570.3125,3
449.21875,1546.875,3
460.9375,1542.96875,3
460.9375,1566.40625,3
453.125,1574.21875,3
460.9375,1570.3125,3
453.125,1554.6875,3
457.03125,1574.21875,3
429.6875,1382.8125,3
437.5,1507.8125,3
445.3125,1585.9375,3
429.6875,1554.6875,3
429.6875,1546.875,3
429.6875,1453.125,3
445.3125,1558.59375,3
441.40625,1550.78125,3
441.40625,1578.125,3
453.125,1585.9375,3
425.78125,1375,3
507.8125,1269.53125,3
484.375,1515.625,3
421.875,1546.875,3
421.875,1320.3125,3
425.78125,1121.09375,3
406.25,1484.375,3
406.25,1214.84375,3
273.4375,1648.4375,3
339.84375,1578.125,3
402.34375,1625,3
382.8125,1558.59375,3
425.78125,1675.78125,3
425.78125,1695.3125,3
453.125,1351.5625,3
449.21875,1613.28125,3
386.71875,1472.65625,3
367.1875,1449.21875,3
406.25,1585.9375,3
410.15625,1718.75,3
488.28125,1503.90625,3
445.3125,1710.9375,3
429.6875,1328.125,3
433.59375,1433.59375,3
425.78125,1453.125,3
425.78125,1519.53125,3
417.96875,1449.21875,3
437.5,1359.375,3
429.6875,1605.46875,3
414.0625,1550.78125,3
390.625,1464.84375,3
375,1527.34375,3
410.15625,1460.9375,3
406.25,1503.90625,3
453.125,1582.03125,3
460.9375,1683.59375,3
457.03125,1621.09375,3
414.0625,1425.78125,3
449.21875,1496.09375,3
417.96875,1531.25,3
421.875,1562.5,3
329.6875,1410.15625,3
314.0625,1542.96875,3
333.59375,1585.9375,3
290.625,1480.46875,3
325.78125,1593.75,3
278.90625,1503.90625,3
302.34375,1460.9375,3
275,1460.9375,3
314.0625,1441.40625,3
314.0625,1355.46875,3
321.875,1355.46875,3
321.875,1328.125,3
310.15625,1343.75,3
321.875,1328.125,3
314.0625,1343.75,3
321.875,1343.75,3
321.875,1332.03125,3
321.875,1320.3125,3
325.78125,1324.21875,3
341.40625,1433.59375,3
368.75,1398.4375,3
364.84375,1429.6875,3
353.125,1394.53125,3
357.03125,1437.5,3
349.21875,1417.96875,3
321.875,1433.59375,3
321.875,1414.0625,3
345.3125,1414.0625,3
341.40625,1378.90625,3
368.75,1417.96875,3
368.75,1417.96875,3
364.84375,1445.3125,3
360.9375,1531.25,3
357.03125,1550.78125,3
360.9375,1476.5625,3
353.125,1535.15625,3
357.03125,1578.125,3
333.59375,1578.125,3
353.125,1582.03125,3
353.125,1593.75,3
357.03125,1578.125,3
353.125,1570.3125,3
349.21875,1546.875,3
360.9375,1542.96875,3
360.9375,1566.40625,3
353.125,1574.21875,3
360.9375,1570.3125,3
353.125,1554.6875,3
357.03125,1574.21875,3
329.6875,1382.8125,3
337.5,1507.8125,3
345.3125,1585.9375,3
329.6875,1554.6875,3
329.6875,1546.875,3
329.6875,1453.125,3
345.3125,1558.59375,3
341.40625,1550.78125,3
341.40625,1578.125,3
353.125,1585.9375,3
325.78125,1375,3
407.8125,1269.53125,3
384.375,1515.625,3
321.875,1546.875,3
321.875,1320.3125,3
325.78125,1121.09375,3
306.25,1484.375,3
306.25,1214.84375,3
173.4375,1648.4375,3
239.84375,1578.125,3
302.34375,1625,3
282.8125,1558.59375,3
325.78125,1675.78125,3
325.78125,1695.3125,3
353.125,1351.5625,3
349.21875,1613.28125,3
286.71875,1472.65625,3
267.1875,1449.21875,3
306.25,1585.9375,3
310.15625,1718.75,3
388.28125,1503.90625,3
345.3125,1710.9375,3
329.6875,1328.125,3
333.59375,1433.59375,3
325.78125,1453.125,3
325.78125,1519.53125,3
317.96875,1449.21875,3
337.5,1359.375,3
329.6875,1605.46875,3
314.0625,1550.78125,3
290.625,1464.84375,3
275,1527.34375,3
310.15625,1460.9375,3
306.25,1503.90625,3
353.125,1582.03125,3
360.9375,1683.59375,3
357.03125,1621.09375,3
314.0625,1425.78125,3
349.21875,1496.09375,3
317.96875,1531.25,3
321.875,1562.5,3
329.6875,1410.15625,3
314.0625,1542.96875,3
333.59375,1585.9375,3
290.625,1480.46875,3
325.78125,1593.75,3
278.90625,1503.90625,3
302.34375,1460.9375,3
275,1460.9375,3
314.0625,1441.40625,3
314.0625,1355.46875,3
321.875,1355.46875,3
321.875,1328.125,3
310.15625,1343.75,3
321.875,1328.125,3
314.0625,1343.75,3
321.875,1343.75,3
321.875,1332.03125,3
321.875,1320.3125,3
325.78125,1324.21875,3
341.40625,1433.59375,3
368.75,1398.4375,3
364.84375,1429.6875,3
353.125,1394.53125,3
357.03125,1437.5,3
349.21875,1417.96875,3
321.875,1433.59375,3
321.875,1414.0625,3
345.3125,1414.0625,3
341.40625,1378.90625,3
368.75,1417.96875,3
368.75,1417.96875,3
364.84375,1445.3125,3
360.9375,1531.25,3
357.03125,1550.78125,3
360.9375,1476.5625,3
353.125,1535.15625,3
357.03125,1578.125,3
333.59375,1578.125,3
353.125,1582.03125,3
353.125,1593.75,3
357.03125,1578.125,3
353.125,1570.3125,3
349.21875,1546.875,3
360.9375,1542.96875,3
360.9375,1566.40625,3
353.125,1574.21875,3
360.9375,1570.3125,3
353.125,1554.6875,3
357.03125,1574.21875,3
329.6875,1382.8125,3
337.5,1507.8125,3
345.3125,1585.9375,3
329.6875,1554.6875,3
329.6875,1546.875,3
329.6875,1453.125,3
345.3125,1558.59375,3
341.40625,1550.78125,3
341.40625,1578.125,3
353.125,1585.9375,3
325.78125,1375,3
407.8125,1269.53125,3
384.375,1515.625,3
321.875,1546.875,3
321.875,1320.3125,3
325.78125,1121.09375,3
306.25,1484.375,3
306.25,1214.84375,3
173.4375,1648.4375,3
239.84375,1578.125,3
302.34375,1625,3
282.8125,1558.59375,3
325.78125,1675.78125,3
325.78125,1695.3125,3
353.125,1351.5625,3
349.21875,1613.28125,3
286.71875,1472.65625,3
267.1875,1449.21875,3
306.25,1585.9375,3
310.15625,1718.75,3
388.28125,1503.90625,3
345.3125,1710.9375,3
329.6875,1328.125,3
333.59375,1433.59375,3
325.78125,1453.125,3
325.78125,1519.53125,3
317.96875,1449.21875,3
337.5,1359.375,3
329.6875,1605.46875,3
314.0625,1550.78125,3
290.625,1464.84375,3
275,1527.34375,3
310.15625,1460.9375,3
306.25,1503.90625,3
353.125,1582.03125,3
360.9375,1683.59375,3
357.03125,1621.09375,3
314.0625,1425.78125,3
349.21875,1496.09375,3
317.96875,1531.25,3
321.875,1562.5,3
329.6875,1410.15625,3
314.0625,1542.96875,3
333.59375,1585.9375,3
290.625,1480.46875,3
325.78125,1593.75,3
278.90625,1503.90625,3
302.34375,1460.9375,3
275,1460.9375,3
314.0625,1441.40625,3
314.0625,1355.46875,3
321.875,1355.46875,3
321.875,1328.125,3
310.15625,1343.75,3
321.875,1328.125,3
314.0625,1343.75,3
321.875,1343.75,3
321.875,1332.03125,3
321.875,1320.3125,3
325.78125,1324.21875,3
341.40625,1433.59375,3
368.75,1398.4375,3
364.84375,1429.6875,3
353.125,1394.53125,3
357.03125,1437.5,3
349.21875,1417.96875,3
321.875,1433.59375,3
321.875,1414.0625,3
345.3125,1414.0625,3
341.40625,1378.90625,3
368.75,1417.96875,3
368.75,1417.96875,3
364.84375,1445.3125,3
360.9375,1531.25,3
357.03125,1550.78125,3
360.9375,1476.5625,3
353.125,1535.15625,3
357.03125,1578.125,3
333.59375,1578.125,3
353.125,1582.03125,3
353.125,1593.75,3
357.03125,1578.125,3
353.125,1570.3125,3
349.21875,1546.875,3
360.9375,1542.96875,3
360.9375,1566.40625,3
353.125,1574.21875,3
360.9375,1570.3125,3
353.125,1554.6875,3
357.03125,1574.21875,3
329.6875,1382.8125,3
337.5,1507.8125,3
345.3125,1585.9375,3
329.6875,1554.6875,3
329.6875,1546.875,3
329.6875,1453.125,3
345.3125,1558.59375,3
341.40625,1550.78125,3
341.40625,1578.125,3
353.125,1585.9375,3
325.78125,1375,3
407.8125,1269.53125,3
384.375,1515.625,3
321.875,1546.875,3
321.875,1320.3125,3
325.78125,1121.09375,3
306.25,1484.375,3
306.25,1214.84375,3
173.4375,1648.4375,3
239.84375,1578.125,3
302.34375,1625,3
282.8125,1558.59375,3
325.78125,1675.78125,3
325.78125,1695.3125,3
353.125,1351.5625,3
349.21875,1613.28125,3
286.71875,1472.65625,3
267.1875,1449.21875,3
306.25,1585.9375,3
310.15625,1718.75,3
388.28125,1503.90625,3
345.3125,1710.9375,3
329.6875,1328.125,3
333.59375,1433.59375,3
325.78125,1453.125,3
325.78125,1519.53125,3
317.96875,1449.21875,3
337.5,1359.375,3
329.6875,1605.46875,3
314.0625,1550.78125,3
290.625,1464.84375,3
275,1527.34375,3
310.15625,1460.9375,3
306.25,1503.90625,3
353.125,1582.03125,3
360.9375,1683.59375,3
357.03125,1621.09375,3
314.0625,1425.78125,3
349.21875,1496.09375,3
317.96875,1531.25,3
321.875,1562.5,3
329.6875,1410.15625,3
314.0625,1542.96875,3
333.59375,1585.9375,3
290.625,1480.46875,3
325.78125,1593.75,3
278.90625,1503.90625,3
302.34375,1460.9375,3
275,1460.9375,3
314.0625,1441.40625,3
314.0625,1355.46875,3
321.875,1355.46875,3
321.875,1328.125,3
310.15625,1343.75,3
321.875,1328.125,3
314.0625,1343.75,3
321.875,1343.75,3
321.875,1332.03125,3
321.875,1320.3125,3
325.78125,1324.21875,3
341.40625,1433.59375,3
368.75,1398.4375,3
364.84375,1429.6875,3
353.125,1394.53125,3
357.03125,1437.5,3
349.21875,1417.96875,3
321.875,1433.59375,3
321.875,1414.0625,3
345.3125,1414.0625,3
341.40625,1378.90625,3
368.75,1417.96875,3
368.75,1417.96875,3
364.84375,1445.3125,3
360.9375,1531.25,3
357.03125,1550.78125,3
360.9375,1476.5625,3
353.125,1535.15625,3
357.03125,1578.125,3
333.59375,1578.125,3
353.125,1582.03125,3
353.125,1593.75,3
357.03125,1578.125,3
353.125,1570.3125,3
349.21875,1546.875,3
360.9375,1542.96875,3
360.9375,1566.40625,3
353.125,1574.21875,3
360.9375,1570.3125,3
353.125,1554.6875,3
357.03125,1574.21875,3
329.6875,1382.8125,3
337.5,1507.8125,3
345.3125,1585.9375,3
329.6875,1554.6875,3
329.6875,1546.875,3
329.6875,1453.125,3
345.3125,1558.59375,3
341.40625,1550.78125,3
341.40625,1578.125,3
353.125,1585.9375,3
325.78125,1375,3
407.8125,1269.53125,3
384.375,1515.625,3
321.875,1546.875,3
321.875,1320.3125,3
325.78125,1121.09375,3
306.25,1484.375,3
306.25,1214.84375,3
173.4375,1648.4375,3
239.84375,1578.125,3
302.34375,1625,3
282.8125,1558.59375,3
325.78125,1675.78125,3
325.78125,1695.3125,3
353.125,1351.5625,3
349.21875,1613.28125,3
286.71875,1472.65625,3
267.1875,1449.21875,3
306.25,1585.9375,3
310.15625,1718.75,3
388.28125,1503.90625,3
345.3125,1710.9375,3
329.6875,1328.125,3
333.59375,1433.59375,3
325.78125,1453.125,3
325.78125,1519.53125,3
317.96875,1449.21875,3
337.5,1359.375,3
329.6875,1605.46875,3
314.0625,1550.78125,3
290.625,1464.84375,3
275,1527.34375,3
310.15625,1460.9375,3
306.25,1503.90625,3
353.125,1582.03125,3
360.9375,1683.59375,3
357.03125,1621.09375,3
314.0625,1425.78125,3
349.21875,1496.09375,3
317.96875,1531.25,3
321.875,1562.5,3
329.6875,1410.15625,3
314.0625,1542.96875,3
333.59375,1585.9375,3
290.625,1480.46875,3
325.78125,1593.75,3
278.90625,1503.90625,3
302.34375,1460.9375,3
275,1460.9375,3
314.0625,1441.40625,3
314.0625,1355.46875,3
321.875,1355.46875,3
321.875,1328.125,3
310.15625,1343.75,3
321.875,1328.125,3
314.0625,1343.75,3
321.875,1343.75,3
321.875,1332.03125,3
321.875,1320.3125,3
325.78125,1324.21875,3
341.40625,1433.59375,3
368.75,1398.4375,3
364.84375,1429.6875,3
353.125,1394.53125,3
357.03125,1437.5,3
349.21875,1417.96875,3
321.875,1433.59375,3
321.875,1414.0625,3
345.3125,1414.0625,3
341.40625,1378.90625,3
368.75,1417.96875,3
368.75,1417.96875,3
364.84375,1445.3125,3
360.9375,1531.25,3
357.03125,1550.78125,3
360.9375,1476.5625,3
353.125,1535.15625,3
357.03125,1578.125,3
333.59375,1578.125,3
353.125,1582.03125,3
353.125,1593.75,3
357.03125,1578.125,3
353.125,1570.3125,3
349.21875,1546.875,3
360.9375,1542.96875,3
360.9375,1566.40625,3
353.125,1574.21875,3
360.9375,1570.3125,3
353.125,1554.6875,3
357.03125,1574.21875,3
329.6875,1382.8125,3
337.5,1507.8125,3
345.3125,1585.9375,3
329.6875,1554.6875,3
329.6875,1546.875,3
329.6875,1453.125,3
345.3125,1558.59375,3
341.40625,1550.78125,3
341.40625,1578.125,3
353.125,1585.9375,3
325.78125,1375,3
407.8125,1269.53125,3
384.375,1515.625,3
321.875,1546.875,3
321.875,1320.3125,3
325.78125,1121.09375,3
306.25,1484.375,3
306.25,1214.84375,3
173.4375,1648.4375,3
239.84375,1578.125,3
302.34375,1625,3
282.8125,1558.59375,3
325.78125,1675.78125,3
325.78125,1695.3125,3
353.125,1351.5625,3
349.21875,1613.28125,3
286.71875,1472.65625,3
267.1875,1449.21875,3
306.25,1585.9375,3
310.15625,1718.75,3
388.28125,1503.90625,3
345.3125,1710.9375,3
329.6875,1328.125,3
333.59375,1433.59375,3
325.78125,1453.125,3
325.78125,1519.53125,3
317.96875,1449.21875,3
337.5,1359.375,3
329.6875,1605.46875,3
314.0625,1550.78125,3
290.625,1464.84375,3
275,1527.34375,3
310.15625,1460.9375,3
306.25,1503.90625,3
353.125,1582.03125,3
360.9375,1683.59375,3
357.03125,1621.09375,3
314.0625,1425.78125,3
349.21875,1496.09375,3
317.96875,1531.25,3
321.875,1562.5,3
417.96875,2570.3125,4
402.34375,2539.0625,4
410.15625,2554.6875,4
410.15625,2605.46875,4
429.6875,2519.53125,4
410.15625,2562.5,4
421.875,2531.25,4
433.59375,2523.4375,4
406.25,2527.34375,4
441.40625,2609.375,4
425.78125,2546.875,4
421.875,2535.15625,4
445.3125,2523.4375,4
429.6875,2539.0625,4
402.34375,2527.34375,4
472.65625,2585.9375,4
460.9375,2535.15625,4
437.5,2566.40625,4
449.21875,2562.5,4
441.40625,2546.875,4
406.25,2523.4375,4
445.3125,2546.875,4
441.40625,2519.53125,4
437.5,2531.25,4
402.34375,2636.71875,4
406.25,2613.28125,4
460.9375,2480.46875,4
589.84375,2644.53125,4
449.21875,2597.65625,4
496.09375,2578.125,4
480.46875,2574.21875,4
449.21875,2570.3125,4
414.0625,2546.875,4
441.40625,2554.6875,4
472.65625,2539.0625,4
414.0625,2562.5,4
406.25,2652.34375,4
402.34375,2628.90625,4
402.34375,2609.375,4
410.15625,2625,4
445.3125,2695.3125,4
421.875,2605.46875,4
601.5625,2597.65625,4
421.875,2632.8125,4
437.5,2542.96875,4
429.6875,2644.53125,4
429.6875,2578.125,4
417.96875,2542.96875,4
414.0625,2566.40625,4
410.15625,2558.59375,4
414.0625,2546.875,4
484.375,2511.71875,4
429.6875,2578.125,4
457.03125,2519.53125,4
449.21875,2558.59375,4
445.3125,2562.5,4
417.96875,2574.21875,4
414.0625,2492.1875,4
406.25,2472.65625,4
417.96875,2484.375,4
457.03125,2539.0625,4
437.5,2570.3125,4
429.6875,2636.71875,4
406.25,2636.71875,4
476.5625,2542.96875,4
460.9375,2539.0625,4
464.84375,2507.8125,4
429.6875,2632.8125,4
410.15625,2605.46875,4
410.15625,2546.875,4
441.40625,2605.46875,4
476.5625,2375,4
453.125,2453.125,4
449.21875,2484.375,4
449.21875,2457.03125,4
433.59375,2597.65625,4
425.78125,2574.21875,4
441.40625,2632.8125,4
410.15625,2542.96875,4
421.875,2500,4
417.96875,2539.0625,4
421.875,2578.125,4
414.0625,2601.5625,4
414.0625,2593.75,4
417.96875,2542.96875,4
421.875,2527.34375,4
402.34375,2593.75,4
417.96875,2468.75,4
437.5,2640.625,4
429.6875,2527.34375,4
406.25,2570.3125,4
441.40625,2554.6875,4
441.40625,2523.4375,4
433.59375,2500,4
445.3125,2671.875,4
449.21875,2582.03125,4
453.125,2488.28125,4
425.78125,2496.09375,4
429.6875,2558.59375,4
417.96875,2519.53125,4
417.96875,2270.3125,4
402.34375,2239.0625,4
410.15625,2254.6875,4
410.15625,2305.46875,4
429.6875,2219.53125,4
410.15625,2262.5,4
421.875,2231.25,4
433.59375,2223.4375,4
406.25,2227.34375,4
441.40625,2309.375,4
425.78125,2246.875,4
421.875,2235.15625,4
445.3125,2223.4375,4
429.6875,2239.0625,4
402.34375,2227.34375,4
472.65625,2285.9375,4
460.9375,2235.15625,4
437.5,2266.40625,4
449.21875,2262.5,4
441.40625,2246.875,4
406.25,2223.4375,4
445.3125,2246.875,4
441.40625,2219.53125,4
437.5,2231.25,4
402.34375,2336.71875,4
406.25,2313.28125,4
460.9375,2180.46875,4
589.84375,2344.53125,4
449.21875,2297.65625,4
496.09375,2278.125,4
480.46875,2274.21875,4
449.21875,2270.3125,4
414.0625,2246.875,4
441.40625,2254.6875,4
472.65625,2239.0625,4
414.0625,2262.5,4
406.25,2352.34375,4
402.34375,2328.90625,4
402.34375,2309.375,4
410.15625,2325,4
445.3125,2395.3125,4
421.875,2305.46875,4
601.5625,2297.65625,4
421.875,2332.8125,4
437.5,2242.96875,4
429.6875,2344.53125,4
429.6875,2278.125,4
417.96875,2242.96875,4
414.0625,2266.40625,4
410.15625,2258.59375,4
514.0625,2446.875,4
584.375,2411.71875,4
529.6875,2478.125,4
557.03125,2419.53125,4
549.21875,2458.59375,4
545.3125,2462.5,4
517.96875,2474.21875,4
514.0625,2392.1875,4
506.25,2372.65625,4
517.96875,2384.375,4
557.03125,2439.0625,4
537.5,2470.3125,4
529.6875,2536.71875,4
506.25,2536.71875,4
576.5625,2442.96875,4
560.9375,2439.0625,4
564.84375,2407.8125,4
529.6875,2532.8125,4
510.15625,2505.46875,4
510.15625,2446.875,4
541.40625,2505.46875,4
576.5625,2275,4
553.125,2353.125,4
549.21875,2384.375,4
549.21875,2357.03125,4
533.59375,2497.65625,4
525.78125,2474.21875,4
541.40625,2532.8125,4
510.15625,2442.96875,4
521.875,2400,4
517.96875,2439.0625,4
521.875,2478.125,4
514.0625,2501.5625,4
514.0625,2493.75,4
517.96875,2442.96875,4
521.875,2427.34375,4
502.34375,2493.75,4
517.96875,2368.75,4
537.5,2540.625,4
529.6875,2427.34375,4
506.25,2470.3125,4
541.40625,2454.6875,4
541.40625,2423.4375,4
533.59375,2400,4
545.3125,2571.875,4
549.21875,2482.03125,4
553.125,2388.28125,4
525.78125,2396.09375,4
529.6875,2458.59375,4
517.96875,2419.53125,4
417.96875,2270.3125,4
402.34375,2239.0625,4
410.15625,2254.6875,4
410.15625,2305.46875,4
429.6875,2219.53125,4
410.15625,2262.5,4
421.875,2231.25,4
433.59375,2223.4375,4
406.25,2227.34375,4
441.40625,2309.375,4
425.78125,2246.875,4
421.875,2235.15625,4
445.3125,2223.4375,4
429.6875,2239.0625,4
402.34375,2227.34375,4
472.65625,2285.9375,4
460.9375,2235.15625,4
437.5,2266.40625,4
449.21875,2262.5,4
441.40625,2246.875,4
406.25,2223.4375,4
445.3125,2246.875,4
441.40625,2219.53125,4
437.5,2231.25,4
402.34375,2336.71875,4
406.25,2313.28125,4
460.9375,2180.46875,4
589.84375,2344.53125,4
449.21875,2297.65625,4
496.09375,2278.125,4
480.46875,2274.21875,4
449.21875,2270.3125,4
414.0625,2246.875,4
441.40625,2254.6875,4
472.65625,2239.0625,4
414.0625,2262.5,4
406.25,2352.34375,4
402.34375,2328.90625,4
402.34375,2309.375,4
410.15625,2325,4
445.3125,2395.3125,4
421.875,2305.46875,4
601.5625,2297.65625,4
421.875,2332.8125,4
437.5,2242.96875,4
429.6875,2344.53125,4
429.6875,2278.125,4
417.96875,2242.96875,4
414.0625,2266.40625,4
410.15625,2258.59375,4
514.0625,2446.875,4
584.375,2411.71875,4
529.6875,2478.125,4
557.03125,2419.53125,4
549.21875,2458.59375,4
545.3125,2462.5,4
517.96875,2474.21875,4
514.0625,2392.1875,4
506.25,2372.65625,4
517.96875,2384.375,4
557.03125,2439.0625,4
537.5,2470.3125,4
529.6875,2536.71875,4
506.25,2536.71875,4
576.5625,2442.96875,4
560.9375,2439.0625,4
564.84375,2407.8125,4
529.6875,2532.8125,4
510.15625,2505.46875,4
510.15625,2446.875,4
541.40625,2505.46875,4
576.5625,2275,4
553.125,2353.125,4
549.21875,2384.375,4
549.21875,2357.03125,4
533.59375,2497.65625,4
525.78125,2474.21875,4
541.40625,2532.8125,4
510.15625,2442.96875,4
521.875,2400,4
517.96875,2439.0625,4
521.875,2478.125,4
514.0625,2501.5625,4
514.0625,2493.75,4
517.96875,2442.96875,4
521.875,2427.34375,4
502.34375,2493.75,4
517.96875,2368.75,4
537.5,2540.625,4
529.6875,2427.34375,4
506.25,2470.3125,4
541.40625,2454.6875,4
541.40625,2423.4375,4
533.59375,2400,4
545.3125,2571.875,4
549.21875,2482.03125,4
553.125,2388.28125,4
525.78125,2396.09375,4
529.6875,2458.59375,4
517.96875,2419.53125,4
417.96875,2270.3125,4
402.34375,2239.0625,4
410.15625,2254.6875,4
410.15625,2305.46875,4
429.6875,2219.53125,4
410.15625,2262.5,4
421.875,2231.25,4
433.59375,2223.4375,4
406.25,2227.34375,4
441.40625,2309.375,4
425.78125,2246.875,4
421.875,2235.15625,4
445.3125,2223.4375,4
429.6875,2239.0625,4
402.34375,2227.34375,4
472.65625,2285.9375,4
460.9375,2235.15625,4
437.5,2266.40625,4
449.21875,2262.5,4
441.40625,2246.875,4
406.25,2223.4375,4
445.3125,2246.875,4
441.40625,2219.53125,4
437.5,2231.25,4
402.34375,2336.71875,4
406.25,2313.28125,4
460.9375,2180.46875,4
589.84375,2344.53125,4
449.21875,2297.65625,4
496.09375,2278.125,4
480.46875,2274.21875,4
449.21875,2270.3125,4
414.0625,2246.875,4
441.40625,2254.6875,4
472.65625,2239.0625,4
414.0625,2262.5,4
406.25,2352.34375,4
402.34375,2328.90625,4
402.34375,2309.375,4
410.15625,2325,4
445.3125,2395.3125,4
421.875,2305.46875,4
601.5625,2297.65625,4
421.875,2332.8125,4
437.5,2242.96875,4
429.6875,2344.53125,4
429.6875,2278.125,4
417.96875,2242.96875,4
414.0625,2266.40625,4
410.15625,2258.59375,4
514.0625,2446.875,4
584.375,2411.71875,4
529.6875,2478.125,4
557.03125,2419.53125,4
549.21875,2458.59375,4
545.3125,2462.5,4
517.96875,2474.21875,4
514.0625,2392.1875,4
506.25,2372.65625,4
517.96875,2384.375,4
557.03125,2439.0625,4
537.5,2470.3125,4
529.6875,2536.71875,4
506.25,2536.71875,4
576.5625,2442.96875,4
560.9375,2439.0625,4
564.84375,2407.8125,4
529.6875,2532.8125,4
510.15625,2505.46875,4
510.15625,2446.875,4
541.40625,2505.46875,4
576.5625,2275,4
553.125,2353.125,4
549.21875,2384.375,4
549.21875,2357.03125,4
533.59375,2497.65625,4
525.78125,2474.21875,4
541.40625,2532.8125,4
510.15625,2442.96875,4
521.875,2400,4
517.96875,2439.0625,4
521.875,2478.125,4
514.0625,2501.5625,4
514.0625,2493.75,4
517.96875,2442.96875,4
521.875,2427.34375,4
502.34375,2493.75,4
517.96875,2368.75,4
537.5,2540.625,4
529.6875,2427.34375,4
506.25,2470.3125,4
541.40625,2454.6875,4
541.40625,2423.4375,4
533.59375,2400,4
545.3125,2571.875,4
549.21875,2482.03125,4
553.125,2388.28125,4
525.78125,2396.09375,4
529.6875,2458.59375,4
517.96875,2419.53125,4
417.96875,2270.3125,4
402.34375,2239.0625,4
410.15625,2254.6875,4
410.15625,2305.46875,4
429.6875,2219.53125,4
410.15625,2262.5,4
421.875,2231.25,4
433.59375,2223.4375,4
406.25,2227.34375,4
441.40625,2309.375,4
425.78125,2246.875,4
421.875,2235.15625,4
445.3125,2223.4375,4
429.6875,2239.0625,4
402.34375,2227.34375,4
472.65625,2285.9375,4
460.9375,2235.15625,4
437.5,2266.40625,4
449.21875,2262.5,4
441.40625,2246.875,4
406.25,2223.4375,4
445.3125,2246.875,4
441.40625,2219.53125,4
437.5,2231.25,4
402.34375,2336.71875,4
406.25,2313.28125,4
460.9375,2180.46875,4
589.84375,2344.53125,4
449.21875,2297.65625,4
496.09375,2278.125,4
480.46875,2274.21875,4
449.21875,2270.3125,4
414.0625,2246.875,4
441.40625,2254.6875,4
472.65625,2239.0625,4
414.0625,2262.5,4
406.25,2352.34375,4
402.34375,2328.90625,4
402.34375,2309.375,4
410.15625,2325,4
445.3125,2395.3125,4
421.875,2305.46875,4
601.5625,2297.65625,4
421.875,2332.8125,4
437.5,2242.96875,4
429.6875,2344.53125,4
429.6875,2278.125,4
417.96875,2242.96875,4
414.0625,2266.40625,4
410.15625,2258.59375,4
514.0625,2446.875,4
584.375,2411.71875,4
529.6875,2478.125,4
557.03125,2419.53125,4
549.21875,2458.59375,4
545.3125,2462.5,4
517.96875,2474.21875,4
514.0625,2392.1875,4
506.25,2372.65625,4
517.96875,2384.375,4
557.03125,2439.0625,4
537.5,2470.3125,4
529.6875,2536.71875,4
506.25,2536.71875,4
576.5625,2442.96875,4
560.9375,2439.0625,4
564.84375,2407.8125,4
529.6875,2532.8125,4
510.15625,2505.46875,4
510.15625,2446.875,4
541.40625,2505.46875,4
